1,0.002000,0.023673
2,0.003996,0.023779
3,0.005988,0.023885
4,0.007976,0.023991
5,0.009960,0.024097
10,0.019821,0.024627
20,-0.000000,-0.000000
30,-0.000000,-0.000000
40,-0.000000,-0.000000
50,-0.000000,-0.000000
100,-0.000000,-0.000000
150,-0.000000,-0.000000
200,-0.000000,-0.000000
500,-0.000000,-0.000000
1000,-0.000000,-0.000000
1,0.002000,0.023673
2,0.003996,0.023779
3,0.005988,0.023885
4,0.007976,0.023991
5,0.009960,0.024097
10,0.019821,0.024627
20,-0.000000,-0.000000
30,-0.000000,-0.000000
40,-0.000000,-0.000000
50,-0.000000,-0.000000
100,-0.000000,-0.000000
150,-0.000000,-0.000000
200,-0.000000,-0.000000
500,-0.000000,-0.000000
1000,-0.000000,-0.000000
2000,0.087586,-0.000000
