1,0.010639,0.010898
2,0.012775,0.013051
3,0.013752,0.013931
4,0.014479,0.014745
5,0.015238,0.015545
6,0.015776,0.016338
7,0.016442,0.017076
8,0.017108,0.017732
9,0.017616,0.018375
10,0.017998,0.018889
11,0.018284,0.019309
12,0.018666,0.019727
13,0.019016,0.020088
14,0.019207,0.020448
15,0.019398,0.020801
16,0.019557,0.021142
17,0.019939,0.021431
18,0.020130,0.021714
19,0.020353,0.021995
20,0.020768,0.022274
21,0.020959,0.022547
22,0.021087,0.022810
23,0.021215,0.023066
24,0.021661,0.023319
25,0.021885,0.023571
26,0.022013,0.023821
27,0.022268,0.024069
28,0.022684,0.024312
29,0.022843,0.024554
30,0.023163,0.024793
31,0.023419,0.025030
32,0.023515,0.025264
33,0.023707,0.025497
34,0.024059,0.025728
35,0.024219,0.025958
36,0.024347,0.026187
37,0.024475,0.026400
38,0.024603,0.026612
39,0.024891,0.026823
40,0.025019,0.027031
41,0.025083,0.027233
42,0.025275,0.027430
43,0.025371,0.027623
44,0.025531,0.027809
45,0.025788,0.027986
46,0.026012,0.028164
47,0.026397,0.028342
48,0.026493,0.028519
49,0.026621,0.028694
50,0.026493,0.028870
80,0.030475,0.033592
128,0.037143,0.039740
204,0.044708,0.047168
326,0.053137,0.055919
521,0.062792,0.066229
833,0.074229,0.078168
1332,0.087586,0.091709
2131,0.102935,0.106821
3409,0.119231,0.123404
5454,0.136045,0.141123
8726,0.153410,0.159917
13961,0.172542,0.179887
